datetime,date,year,month,day,wday,hour,minute,color,direction,station,problem,type,delay,order,average_rides
2013-05-04T13:19:00Z,5/4/13,2013,5,4,Sat,13,19,Orange,New Carrollton,Foggy Bottom-GWU,a brake problem,Mechanical,26,10,22512
2013-05-04T13:49:00Z,5/4/13,2013,5,4,Sat,13,49,Red,Glenmont,Dupont Circle,an unauthorized person on the tracks,Track obstruction,4,13,21084
2013-05-04T15:24:00Z,5/4/13,2013,5,4,Sat,15,24,Red,Shady Grove,Dupont Circle,a brake problem,Mechanical,10,13,21084
2013-05-04T16:15:00Z,5/4/13,2013,5,4,Sat,16,15,Orange,New Carrollton,Stadium-Armory,police activity,Official business,8,21,2873
2013-05-04T21:25:00Z,5/4/13,2013,5,4,Sat,21,25,Orange,Vienna,Cheverly,a signal problem,Mechanical,18,24,1547
2013-05-03T05:21:00Z,5/3/13,2013,5,3,Fri,5,21,Blue,Largo Town Center,King St-Old Town,a brake problem,Mechanical,13,3,9054
2013-05-03T09:33:00Z,5/3/13,2013,5,3,Fri,9,33,Red,Shady Grove,Metro Center,a brake problem,Mechanical,9,15,28039
2013-05-03T15:42:00Z,5/3/13,2013,5,3,Fri,15,42,Orange,New Carrollton,Ballston-MU,a brake problem,Mechanical,9,5,11590
2013-05-03T15:57:00Z,5/3/13,2013,5,3,Fri,15,57,Blue,Largo Town Center,Benning Road,a door problem,Mechanical,6,23,3163
2013-05-03T16:19:00Z,5/3/13,2013,5,3,Fri,16,19,Red,Shady Grove,Van Ness-UDC,a sick customer,Passenger issue,12,10,6414
2013-05-02T05:24:00Z,5/2/13,2013,5,2,Thu,5,24,Green,Branch Avenue,Greenbelt,a brake problem,Mechanical,6,21,6757
2013-05-02T07:36:00Z,5/2/13,2013,5,2,Thu,7,36,Yellow,Fort Totten,U St-Cardozo,an equipment problem,Mechanical,8,14,7501
2013-05-02T08:34:00Z,5/2/13,2013,5,2,Thu,8,34,Green,Branch Avenue,Shaw-Howard U,a brake problem,Mechanical,9,13,4751
2013-05-02T08:43:00Z,5/2/13,2013,5,2,Thu,8,43,Green,Branch Avenue,Suitland,a door problem,Mechanical,4,2,5924
2013-05-02T08:44:00Z,5/2/13,2013,5,2,Thu,8,44,Orange,New Carrollton,Landover,an equipment problem,Mechanical,6,25,2191
2013-05-02T17:34:00Z,5/2/13,2013,5,2,Thu,17,34,Yellow,Huntington,Georgia Ave-Petworth,a signal problem,Mechanical,16,16,6290
2013-05-02T18:30:00Z,5/2/13,2013,5,2,Thu,18,30,Red,Shady Grove,Judiciary Sq,a signal problem,Mechanical,9,17,9166
2013-05-01T08:59:00Z,5/1/13,2013,5,1,Wed,8,59,Red,Shady Grove,Metro Center,a brake problem,Mechanical,7,15,28039
2013-05-01T12:41:00Z,5/1/13,2013,5,1,Wed,12,41,Green,Branch Avenue,Greenbelt,an equipment problem A gap train was put in service to help mitigate the delay,Mechanical,12,21,6757
2013-05-01T15:35:00Z,5/1/13,2013,5,1,Wed,15,35,Red,Shady Grove,Gallery Pl-Chinatown,police activity,Official business,6,16,25820
2013-05-01T16:01:00Z,5/1/13,2013,5,1,Wed,16,1,Green,Branch Avenue,Mt. Vernon Sq,a brake problem,Mechanical,5,12,4293
2013-05-01T17:37:00Z,5/1/13,2013,5,1,Wed,17,37,Orange,Vienna,Smithsonian,an equipment problem,Mechanical,4,15,10786
2013-05-01T19:23:00Z,5/1/13,2013,5,1,Wed,19,23,Yellow,Huntington,Fort Totten,an equipment problem,Mechanical,11,17,7853
2013-04-30T05:18:00Z,4/30/13,2013,4,30,Tue,5,18,Blue,Franconia-Springfield,Capitol Heights,a door problem,Mechanical,5,24,2105
2013-04-30T07:35:00Z,4/30/13,2013,4,30,Tue,7,35,Orange,Vienna,West Falls Church,an operational problem,Train delay,5,3,10369
2013-04-30T11:47:00Z,4/30/13,2013,4,30,Tue,11,47,Blue,Franconia-Springfield,Largo Town Center,an operational problem,Train delay,7,27,4874
2013-04-30T04:18:00Z,4/30/13,2013,4,30,Tue,4,18,Orange,New Carrollton,Ballston-MU,an equipment problem,Mechanical,5,5,11590
2013-04-30T16:33:00Z,4/30/13,2013,4,30,Tue,16,33,Green,Branch Avenue,Greenbelt,did not operate,Train delay,6,21,6757
2013-04-30T17:12:00Z,4/30/13,2013,4,30,Tue,17,12,Red,Shady Grove,Silver Spring,an unattended package,Unattended package,4,24,13057
2013-04-30T17:17:00Z,4/30/13,2013,4,30,Tue,17,17,Red,Shady Grove,Rhode Island Ave-Brentwood,a brake problem,Mechanical,5,20,5896
2013-04-30T18:53:00Z,4/30/13,2013,4,30,Tue,18,53,Orange,New Carrollton,Smithsonian,an equipment problem,Mechanical,6,15,10786
2013-04-29T06:41:00Z,4/29/13,2013,4,29,Mon,6,41,Orange,Vienna,Potomac Ave,a brake problem,Mechanical,4,20,3869
2013-04-29T08:32:00Z,4/29/13,2013,4,29,Mon,8,32,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,13141
2013-04-29T08:48:00Z,4/29/13,2013,4,29,Mon,8,48,Red,Silver Spring,Fort Totten,a signal problem,Mechanical,24,22,7853
2013-04-29T09:14:00Z,4/29/13,2013,4,29,Mon,9,14,Yellow,Huntington,Greenbelt,an operational problem,Train delay,5,21,6757
2013-04-29T09:40:00Z,4/29/13,2013,4,29,Mon,9,40,Orange,Vienna,Foggy Bottom-GWU,an operational problem,Train delay,13,10,22512
2013-04-29T10:56:00Z,4/29/13,2013,4,29,Mon,10,56,Red,Shady Grove,Takoma,a sick customer,Passenger issue,13,23,5823
2013-04-29T15:47:00Z,4/29/13,2013,4,29,Mon,15,47,Green,Greenbelt,Gallery Pl-Chinatown,a brake problem,Mechanical,11,11,25820
2013-04-29T17:13:00Z,4/29/13,2013,4,29,Mon,17,13,Green,Branch Avenue,Shaw-Howard U,a door problem,Mechanical,8,13,4751
2013-04-29T17:44:00Z,4/29/13,2013,4,29,Mon,17,44,Yellow,Mt. Vernon Sq,Huntington,an operational problem,Train delay,5,1,8571
2013-04-29T18:24:00Z,4/29/13,2013,4,29,Mon,18,24,Orange,Vienna,Potomac Ave,a door problem,Mechanical,16,20,3869
2013-04-29T18:49:00Z,4/29/13,2013,4,29,Mon,18,49,Red,Silver Spring,Farragut North,a brake problem,Mechanical,3,14,25351
2013-04-29T21:04:00Z,4/29/13,2013,4,29,Mon,21,4,Orange,New Carrollton,Landover,an equipment problem,Mechanical,6,25,2191
2013-04-29T23:52:00Z,4/29/13,2013,4,29,Mon,23,52,Red,Shady Grove,Dupont Circle,a sick customer,Passenger issue,4,13,21084
2013-04-28T05:20:00Z,4/28/13,2013,4,28,Sun,5,20,Green,Greenbelt,Branch Ave,an operational problem,Train delay,5,1,6605
2013-04-28T08:42:00Z,4/28/13,2013,4,28,Sun,8,42,Orange,New Carrollton,Potomac Ave,a brake problem,Mechanical,16,20,3869
2013-04-28T08:53:00Z,4/28/13,2013,4,28,Sun,8,53,Red,Shady Grove,Gallery Pl-Chinatown,a sick customer,Passenger issue,4,16,25820
2013-04-28T15:04:00Z,4/28/13,2013,4,28,Sun,15,4,Red,Glenmont,Twinbrook,a brake problem,Mechanical,11,3,4569
2013-04-28T16:26:00Z,4/28/13,2013,4,28,Sun,16,26,Orange,Vienna,Smithsonian,a brake problem,Mechanical,5,15,10786
2013-04-28T17:43:00Z,4/28/13,2013,4,28,Sun,17,43,Red,Glenmont,Bethesda,a brake problem,Mechanical,10,7,10608
2013-04-28T18:47:00Z,4/28/13,2013,4,28,Sun,18,47,Orange,New Carrollton,Foggy Bottom-GWU,a door problem,Mechanical,7,10,22512
2013-04-28T18:54:00Z,4/28/13,2013,4,28,Sun,18,54,Yellow,Fort Totten,Huntington,did not operate,Train delay,12,1,8571
2013-04-28T19:29:00Z,4/28/13,2013,4,28,Sun,19,29,Yellow,Fort Totten,King St-Old Town,a brake problem,Mechanical,18,3,9054
2013-04-27T17:58:00Z,4/27/13,2013,4,27,Sat,17,58,Red,Glenmont,Van Ness-UDC,a brake problem,Mechanical,14,10,6414
2013-04-27T18:44:00Z,4/27/13,2013,4,27,Sat,18,44,Orange,Vienna,Metro Center,an equipment problem,Mechanical,7,13,28039
2013-04-27T20:23:00Z,4/27/13,2013,4,27,Sat,20,23,Green,Branch Avenue,Anacostia,a sick customer,Passenger issue,13,6,7342
2013-04-26T09:50:00Z,4/26/13,2013,4,26,Fri,9,50,Red,Shady Grove,Tenleytown-AU,a brake problem,Mechanical,7,9,7074
2013-04-26T15:24:00Z,4/26/13,2013,4,26,Fri,15,24,Red,Glenmont,Cleveland Park,an equipment problem,Mechanical,4,11,4731
2013-04-26T15:51:00Z,4/26/13,2013,4,26,Fri,15,51,Green,Branch Avenue,Greenbelt,an operational problem,Train delay,8,21,6757
2013-04-26T16:35:00Z,4/26/13,2013,4,26,Fri,16,35,Green,Greenbelt,Branch Ave,did not operate,Train delay,6,1,6605
2013-04-26T18:41:00Z,4/26/13,2013,4,26,Fri,18,41,Red,Glenmont,Brookland-CUA,an equipment problem,Mechanical,5,21,6676
2013-04-26T19:01:00Z,4/26/13,2013,4,26,Fri,19,1,Blue,Franconia-Springfield,Van Dorn St,a door problem,Mechanical,4,2,3380
2013-04-25T07:25:00Z,4/25/13,2013,4,25,Thu,7,25,Orange,Vienna,Smithsonian,a sick customer,Passenger issue,5,15,10786
2013-04-25T11:24:00Z,4/25/13,2013,4,25,Thu,11,24,Green,Branch Avenue,Prince George's Plaza,an equipment problem,Mechanical,12,19,5120
2013-04-25T15:48:00Z,4/25/13,2013,4,25,Thu,15,48,Red,Shady Grove,NoMa-Gallaudet U,police activity,Official business,5,19,8456
2013-04-25T17:19:00Z,4/25/13,2013,4,25,Thu,17,19,Orange,Vienna,Virginia Square,a brake problem,Mechanical,4,6,3695
2013-04-25T17:21:00Z,4/25/13,2013,4,25,Thu,17,21,Red,Shady Grove,Metro Center,a sick customer,Passenger issue,10,15,28039
2013-04-25T17:37:00Z,4/25/13,2013,4,25,Thu,17,37,Blue,Largo Town Center,Capitol South,a brake problem,Mechanical,9,19,8618
2013-04-25T18:45:00Z,4/25/13,2013,4,25,Thu,18,45,Blue,Franconia-Springfield,Capitol Heights,an equipment problem,Mechanical,4,24,2105
2013-04-25T19:34:00Z,4/25/13,2013,4,25,Thu,19,34,Orange,New Carrollton,Court House,a door problem,Mechanical,5,8,7690
2013-04-25T19:44:00Z,4/25/13,2013,4,25,Thu,19,44,Orange,New Carrollton,Rosslyn,a door problem,Mechanical,4,9,15632
2013-04-25T22:33:00Z,4/25/13,2013,4,25,Thu,22,33,Green,Greenbelt,Navy Yard-Ballpark,a door problem,Mechanical,5,7,9229
2013-04-24T05:43:00Z,4/24/13,2013,4,24,Wed,5,43,Yellow,Huntington,Eisenhower Ave,a signal problem,Mechanical,7,2,1951
2013-04-24T06:04:00Z,4/24/13,2013,4,24,Wed,6,4,Red,Glenmont,Twinbrook,a brake problem,Mechanical,15,3,4569
2013-04-24T06:30:00Z,4/24/13,2013,4,24,Wed,6,30,Blue,Franconia-Springfield,Largo Town Center,did not operate,Train delay,5,27,4874
2013-04-24T07:54:00Z,4/24/13,2013,4,24,Wed,7,54,Orange,Vienna,Stadium-Armory,a brake problem,Mechanical,25,21,2873
2013-04-24T07:59:00Z,4/24/13,2013,4,24,Wed,7,59,Yellow,Franconia-Springfield,Pentagon,a door problem,Mechanical,9,8,16324
2013-04-24T08:27:00Z,4/24/13,2013,4,24,Wed,8,27,Orange,Vienna,Rosslyn,an equipment problem,Mechanical,7,9,15632
2013-04-24T09:01:00Z,4/24/13,2013,4,24,Wed,9,1,Yellow,Franconia-Springfield,Mt. Vernon Sq,a brake problem,Mechanical,6,12,4293
2013-04-24T09:35:00Z,4/24/13,2013,4,24,Wed,9,35,Blue,Franconia-Springfield,Largo Town Center,an equipment problem,Mechanical,5,27,4874
2013-04-24T14:51:00Z,4/24/13,2013,4,24,Wed,14,51,Red,Silver Spring,NoMa-Gallaudet U,a brake problem,Mechanical,6,19,8456
2013-04-24T17:15:00Z,4/24/13,2013,4,24,Wed,17,15,Orange,New Carrollton,Dunn Loring-Merrifield,a door problem,Mechanical,7,2,4958
2013-04-24T17:25:00Z,4/24/13,2013,4,24,Wed,17,25,Red,Glenmont,Van Ness-UDC,a brake problem,Mechanical,9,10,6414
2013-04-24T17:59:00Z,4/24/13,2013,4,24,Wed,17,59,Orange,Vienna,Farragut West,a brake problem,Mechanical,9,11,22545
2013-04-23T05:19:00Z,4/23/13,2013,4,23,Tue,5,19,Green,Branch Avenue,Georgia Ave-Petworth,a brake problem,Mechanical,14,16,6290
2013-04-23T05:43:00Z,4/23/13,2013,4,23,Tue,5,43,Blue,Franconia-Springfield,Rosslyn,a door problem,Mechanical,12,10,15632
2013-04-23T06:00:00Z,4/23/13,2013,4,23,Tue,6,0,Green,Branch Avenue,Greenbelt,did not operate,Train delay,6,21,6757
2013-04-23T09:08:00Z,4/23/13,2013,4,23,Tue,9,8,Orange,New Carrollton,Ballston-MU,a door problem,Mechanical,3,5,11590
2013-04-23T12:35:00Z,4/23/13,2013,4,23,Tue,12,35,Blue,Franconia-Springfield,Ronald Reagan National Airport,a brake problem,Mechanical,12,5,6561
2013-04-23T16:14:00Z,4/23/13,2013,4,23,Tue,16,14,Red,Glenmont,Dupont Circle,an equipment problem,Mechanical,3,13,21084
2013-04-23T16:53:00Z,4/23/13,2013,4,23,Tue,16,53,Green,Greenbelt,Branch Ave,did not operate,Train delay,6,1,6605
2013-04-23T16:58:00Z,4/23/13,2013,4,23,Tue,16,58,Red,Shady Grove,Rhode Island Ave-Brentwood,a brake problem,Mechanical,10,20,5896
2013-04-22T05:18:00Z,4/22/13,2013,4,22,Mon,5,18,Yellow,Mt. Vernon Sq,Braddock Rd,late clearing track equipment,Maintenance,8,4,4408
2013-04-22T05:50:00Z,4/22/13,2013,4,22,Mon,5,50,Orange,New Carrollton,Ballston-MU,a door problem,Mechanical,12,5,11590
2013-04-22T06:27:00Z,4/22/13,2013,4,22,Mon,6,27,Yellow,Huntington,King St-Old Town,a brake problem,Mechanical,8,3,9054
2013-04-22T06:56:00Z,4/22/13,2013,4,22,Mon,6,56,Yellow,Mt. Vernon Sq,Huntington,did not operate,Train delay,6,1,8571
2013-04-22T07:40:00Z,4/22/13,2013,4,22,Mon,7,40,Orange,New Carrollton,Rosslyn,a brake problem,Mechanical,12,9,15632
2013-04-22T08:01:00Z,4/22/13,2013,4,22,Mon,8,1,Green,Branch Avenue,U St-Cardozo,a brake problem,Mechanical,6,14,7501
2013-04-22T08:02:00Z,4/22/13,2013,4,22,Mon,8,2,Red,Glenmont,Takoma,an equipment problem,Mechanical,7,23,5823
2013-04-22T08:22:00Z,4/22/13,2013,4,22,Mon,8,22,Red,Silver Spring,Dupont Circle,a brake problem,Mechanical,9,13,21084
2013-04-22T08:52:00Z,4/22/13,2013,4,22,Mon,8,52,Orange,New Carrollton,Virginia Square,a door problem,Mechanical,5,6,3695
2013-04-22T09:47:00Z,4/22/13,2013,4,22,Mon,9,47,Blue,Franconia-Springfield,Largo Town Center,a door problem,Mechanical,4,27,4874
2013-04-22T15:20:00Z,4/22/13,2013,4,22,Mon,15,20,Red,Shady Grove,Rhode Island Ave-Brentwood,a door problem,Mechanical,3,20,5896
2013-04-22T15:39:00Z,4/22/13,2013,4,22,Mon,15,39,Orange,Vienna,Eastern Market,police activity,Official business,4,19,6382
2013-04-22T15:48:00Z,4/22/13,2013,4,22,Mon,15,48,Blue,Franconia-Springfield,Benning Road,a door problem,Mechanical,6,23,3163
2013-04-22T17:34:00Z,4/22/13,2013,4,22,Mon,17,34,Orange,Vienna,Capitol South,a brake problem,Mechanical,17,18,8618
2013-04-22T17:41:00Z,4/22/13,2013,4,22,Mon,17,41,Orange,New Carrollton,Clarendon,a brake problem,Mechanical,6,7,4829
2013-04-22T23:33:00Z,4/22/13,2013,4,22,Mon,23,33,Red,Glenmont,Van Ness-UDC,an equipment problem,Mechanical,32,10,6414
2013-04-21T07:05:00Z,4/21/13,2013,4,21,Sun,7,5,Blue,Franconia-Springfield,Benning Road,an operational problem,Train delay,12,23,3163
2013-04-21T07:06:00Z,4/21/13,2013,4,21,Sun,7,6,Yellow,Mt. Vernon Sq,Huntington,an operational problem,Train delay,8,1,8571
2013-04-21T08:46:00Z,4/21/13,2013,4,21,Sun,8,46,Blue,Franconia-Springfield,Largo Town Center,a brake problem,Mechanical,6,27,4874
2013-04-21T14:00:00Z,4/21/13,2013,4,21,Sun,14,0,Red,Glenmont,Woodley Park,a brake problem,Mechanical,11,12,7734
2013-04-21T17:37:00Z,4/21/13,2013,4,21,Sun,17,37,Green,Branch Avenue,West Hyattsville,a power problem,Mechanical,10,18,3905
2013-04-20T09:18:00Z,4/20/13,2013,4,20,Sat,9,18,Green,Branch Avenue,Congress Heights,a brake problem,Mechanical,17,5,3030
2013-04-20T09:41:00Z,4/20/13,2013,4,20,Sat,9,41,Orange,New Carrollton,Farragut West,a brake problem,Mechanical,10,11,22545
2013-04-20T16:30:00Z,4/20/13,2013,4,20,Sat,16,30,Blue,Largo Town Center,Pentagon,police activity,Official business,5,8,16324
2013-04-19T07:32:00Z,4/19/13,2013,4,19,Fri,7,32,Red,Shady Grove,Bethesda,an operational problem,Train delay,6,7,10608
2013-04-19T07:54:00Z,4/19/13,2013,4,19,Fri,7,54,Orange,Vienna,Eastern Market,a brake problem,Mechanical,8,19,6382
2013-04-19T08:09:00Z,4/19/13,2013,4,19,Fri,8,9,Green,Branch Avenue,Greenbelt,did not operate,Train delay,6,21,6757
2013-04-19T08:15:00Z,4/19/13,2013,4,19,Fri,8,15,Green,Branch Avenue,Anacostia,a door problem,Mechanical,7,6,7342
2013-04-19T08:32:00Z,4/19/13,2013,4,19,Fri,8,32,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,13141
2013-04-19T09:28:00Z,4/19/13,2013,4,19,Fri,9,28,Green,Greenbelt,Archives-Navy Memorial,a brake problem,Mechanical,10,10,9461
2013-04-19T11:30:00Z,4/19/13,2013,4,19,Fri,11,30,Orange,New Carrollton,Potomac Ave,a brake problem,Mechanical,15,20,3869
2013-04-19T15:35:00Z,4/19/13,2013,4,19,Fri,15,35,Green,Greenbelt,Branch Ave,an earlier disabled train,Train delay,6,1,6605
2013-04-19T15:37:00Z,4/19/13,2013,4,19,Fri,15,37,Orange,New Carrollton,West Falls Church,did not operate,Train delay,6,3,10369
2013-04-19T15:53:00Z,4/19/13,2013,4,19,Fri,15,53,Green,Greenbelt,Branch Ave,did not operate,Train delay,6,1,6605
2013-04-19T16:14:00Z,4/19/13,2013,4,19,Fri,16,14,Green,Greenbelt,Georgia Ave-Petworth,police activity,Official business,7,16,6290
2013-04-19T16:30:00Z,4/19/13,2013,4,19,Fri,16,30,Red,Shady Grove,Metro Center,a brake problem,Mechanical,6,15,28039
2013-04-19T17:05:00Z,4/19/13,2013,4,19,Fri,17,5,Orange,Vienna,Minnesota Ave,police activity,Official business,4,22,3110
2013-04-19T17:22:00Z,4/19/13,2013,4,19,Fri,17,22,Yellow,Huntington,Mt. Vernon Sq,an operational problem,Train delay,9,12,4293
2013-04-19T18:46:00Z,4/19/13,2013,4,19,Fri,18,46,Red,Shady Grove,Grosvenor-Strathmore,a brake problem,Mechanical,6,5,5857
2013-04-19T19:28:00Z,4/19/13,2013,4,19,Fri,19,28,Blue,Largo Town Center,Addison Road,a tree obstructing the track,Track obstruction,11,25,3358
2013-04-19T21:02:00Z,4/19/13,2013,4,19,Fri,21,2,Red,Shady Grove,Medical Center,a report of an arcing insulator,Mechanical,7,6,6221
2013-04-19T22:42:00Z,4/19/13,2013,4,19,Fri,22,42,Red,Shady Grove,Brookland-CUA,a power problem,Mechanical,11,21,6676
2013-04-18T07:41:00Z,4/18/13,2013,4,18,Thu,7,41,Orange,Vienna,New Carrollton,did not operate,Train delay,6,26,9242
2013-04-18T08:36:00Z,4/18/13,2013,4,18,Thu,8,36,Blue,Franconia-Springfield,Largo Town Center,a signal problem,Mechanical,10,27,4874
2013-04-18T10:24:00Z,4/18/13,2013,4,18,Thu,10,24,Blue,Largo Town Center,King St-Old Town,a signal problem,Mechanical,4,3,9054
2013-04-18T10:59:00Z,4/18/13,2013,4,18,Thu,10,59,Red,Shady Grove,Rockville,a door problem,Mechanical,6,2,4900
2013-04-18T11:55:00Z,4/18/13,2013,4,18,Thu,11,55,Red,Glenmont,Forest Glen,a signal problem,Mechanical,21,25,2443
2013-04-18T18:00:00Z,4/18/13,2013,4,18,Thu,18,0,Red,Glenmont,Dupont Circle,a brake problem,Mechanical,4,13,21084
2013-04-18T18:07:00Z,4/18/13,2013,4,18,Thu,18,7,Red,Glenmont,Woodley Park,an operational problem,Train delay,5,12,7734
2013-04-18T19:32:00Z,4/18/13,2013,4,18,Thu,19,32,Green,Branch Avenue,College Park-U of MD,a reported unattended package,Unattended package,7,20,4454
2013-04-18T20:46:00Z,4/18/13,2013,4,18,Thu,20,46,Red,Shady Grove,Wheaton,an operational problem,Train delay,4,26,4094
2013-04-17T05:31:00Z,4/17/13,2013,4,17,Wed,5,31,Red,Glenmont,Friendship Heights,an equipment problem,Mechanical,8,8,9703
2013-04-17T06:03:00Z,4/17/13,2013,4,17,Wed,6,3,Yellow,Mt. Vernon Sq,Pentagon City,a brake problem,Mechanical,10,7,15589
2013-04-17T06:17:00Z,4/17/13,2013,4,17,Wed,6,17,Yellow,Huntington,Mt. Vernon Sq,did not operate,Train delay,6,12,4293
2013-04-17T06:20:00Z,4/17/13,2013,4,17,Wed,6,20,Blue,Largo Town Center,Arlington Cemetery,an earlier disabled train being moved off the line,Train delay,5,9,1768
2013-04-17T06:22:00Z,4/17/13,2013,4,17,Wed,6,22,Red,Glenmont,Tenleytown-AU,a brake problem,Mechanical,7,9,7074
2013-04-17T07:31:00Z,4/17/13,2013,4,17,Wed,7,31,Orange,Vienna,Rosslyn,a brake problem,Mechanical,7,9,15632
2013-04-17T07:56:00Z,4/17/13,2013,4,17,Wed,7,56,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,13141
2013-04-17T11:23:00Z,4/17/13,2013,4,17,Wed,11,23,Blue,Largo Town Center,Franconia-Springfield,an operational problem A gap train was placed in service to mitigate the delay,Train delay,6,1,8306
2013-04-17T13:08:00Z,4/17/13,2013,4,17,Wed,13,8,Orange,Vienna,Cheverly,police activity,Official business,4,24,1547
2013-04-17T16:42:00Z,4/17/13,2013,4,17,Wed,16,42,Blue,Franconia-Springfield,Largo Town Center,did not operate,Train delay,6,27,4874
2013-04-17T16:59:00Z,4/17/13,2013,4,17,Wed,16,59,Blue,Franconia-Springfield,Foggy Bottom-GWU,a brake problem,Mechanical,10,11,22512
2013-04-17T17:03:00Z,4/17/13,2013,4,17,Wed,17,3,Red,Glenmont,Silver Spring,an equipment problem,Mechanical,8,24,13057
2013-04-17T17:20:00Z,4/17/13,2013,4,17,Wed,17,20,Blue,Largo Town Center,McPherson Sq,a door problem,Mechanical,6,13,16234
2013-04-17T19:07:00Z,4/17/13,2013,4,17,Wed,19,7,Red,Shady Grove,Rockville,police activity,Official business,4,2,4900
2013-04-16T05:00:00Z,4/16/13,2013,4,16,Tue,5,0,Orange,Vienna,West Falls Church,a brake problem,Mechanical,4,3,10369
2013-04-16T08:06:00Z,4/16/13,2013,4,16,Tue,8,6,Blue,Franconia-Springfield,Largo Town Center,did not operate,Train delay,12,27,4874
2013-04-16T16:11:00Z,4/16/13,2013,4,16,Tue,16,11,Red,Glenmont,Dupont Circle,an equipment problem,Mechanical,6,13,21084
2013-04-16T17:55:00Z,4/16/13,2013,4,16,Tue,17,55,Yellow,Mt. Vernon Sq,King St-Old Town,a signal problem,Mechanical,6,3,9054
2013-04-16T18:04:00Z,4/16/13,2013,4,16,Tue,18,4,Green,Branch Avenue,West Hyattsville,a brake problem,Mechanical,15,18,3905
2013-04-16T18:42:00Z,4/16/13,2013,4,16,Tue,18,42,Red,Shady Grove,Rhode Island Ave-Brentwood,an equipment problem,Mechanical,4,20,5896
2013-04-16T20:53:00Z,4/16/13,2013,4,16,Tue,20,53,Red,Shady Grove,Glenmont,an operational problem,Train delay,7,27,6149
2013-04-15T07:38:00Z,4/15/13,2013,4,15,Mon,7,38,Green,Greenbelt,West Hyattsville,an equipment problem,Mechanical,10,18,3905
2013-04-15T09:57:00Z,4/15/13,2013,4,15,Mon,9,57,Red,Shady Grove,Rhode Island Ave-Brentwood,a brake problem,Mechanical,6,20,5896
2013-04-15T16:24:00Z,4/15/13,2013,4,15,Mon,16,24,Yellow,Mt. Vernon Sq,Braddock Rd,an equipment problem,Mechanical,3,4,4408
2013-04-15T21:06:00Z,4/15/13,2013,4,15,Mon,21,6,Yellow,Fort Totten,Ronald Reagan National Airport,an equipment problem,Mechanical,5,5,6561
2013-04-15T21:40:00Z,4/15/13,2013,4,15,Mon,21,40,Green,Branch Avenue,Anacostia,a sick customer,Passenger issue,7,6,7342
2013-04-14T07:37:00Z,4/14/13,2013,4,14,Sun,7,37,Blue,Franconia-Springfield,Capitol Heights,a door problem,Mechanical,6,24,2105
2013-04-13T13:55:00Z,4/13/13,2013,4,13,Sat,13,55,Green,Greenbelt,Archives-Navy Memorial,an operational problem,Train delay,3,10,9461
2013-04-13T17:11:00Z,4/13/13,2013,4,13,Sat,17,11,Orange,Vienna,Metro Center,a door problem,Mechanical,6,13,28039
2013-04-13T21:26:00Z,4/13/13,2013,4,13,Sat,21,26,Green,Branch Avenue,Suitland,a brake problem,Mechanical,4,2,5924
2013-04-12T05:24:00Z,4/12/13,2013,4,12,Fri,5,24,Orange,Vienna,New Carrollton,an equipment problem,Mechanical,4,26,9242
2013-04-12T07:32:00Z,4/12/13,2013,4,12,Fri,7,32,Red,Shady Grove,Gallery Pl-Chinatown,a brake problem,Mechanical,4,16,25820
2013-04-12T07:41:00Z,4/12/13,2013,4,12,Fri,7,41,Orange,Vienna,New Carrollton,did not operate,Train delay,6,26,9242
2013-04-12T07:58:00Z,4/12/13,2013,4,12,Fri,7,58,Orange,New Carrollton,Court House,a door problem,Mechanical,4,8,7690
2013-04-12T08:34:00Z,4/12/13,2013,4,12,Fri,8,34,Red,Glenmont,Grosvenor-Strathmore,an equipment problem,Mechanical,4,5,5857
2013-04-12T08:44:00Z,4/12/13,2013,4,12,Fri,8,44,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,13141
2013-04-12T10:59:00Z,4/12/13,2013,4,12,Fri,10,59,Red,Shady Grove,Silver Spring,did not operate,Train delay,6,24,13057
2013-04-12T12:00:00Z,4/12/13,2013,4,12,Fri,12,0,Blue,Largo Town Center,Eastern Market,a signal problem Two gap trains were placed in service to help mitigate the delay,Mechanical,25,20,6382
2013-04-12T13:37:00Z,4/12/13,2013,4,12,Fri,13,37,Green,Branch Avenue,West Hyattsville,police activity,Official business,6,18,3905
2013-04-12T16:06:00Z,4/12/13,2013,4,12,Fri,16,6,Blue,Largo Town Center,Pentagon,an operational problem,Train delay,4,8,16324
2013-04-12T16:57:00Z,4/12/13,2013,4,12,Fri,16,57,Orange,Vienna,East Falls Church,a signal problem,Mechanical,6,4,4108
2013-04-12T16:57:00Z,4/12/13,2013,4,12,Fri,16,57,Orange,Vienna,West Falls Church,a signal problem,Mechanical,6,3,10369
2013-04-12T19:55:00Z,4/12/13,2013,4,12,Fri,19,55,Yellow,Huntington,Columbia Heights,a door problem,Mechanical,14,15,12891
2013-04-12T21:24:00Z,4/12/13,2013,4,12,Fri,21,24,Red,Shady Grove,Wheaton,a sick customer,Passenger issue,5,26,4094
2013-04-12T22:05:00Z,4/12/13,2013,4,12,Fri,22,5,Green,Branch Avenue,Fort Totten,an equipment problem,Mechanical,5,17,7853
